trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.2, 'e': 0.024512454836192684}",20,9,21.965551360567247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.024267330287830756}",20,8,21.222297899590814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.024024656984952448}",25,6,15.887422181027892,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.023784410415102923}",30,20,20.517541154269743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.023546566310951894}",20,16,9.066636138182478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.023311100647842375}",20,13,13.484300523382258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.02307798964136395}",30,20,20.98716064550334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.022847209744950314}",20,7,23.623892113909175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.02261873764750081}",25,17,16.90353409671324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.022392550271025803}",25,19,10.434711371900962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.022168624768315544}",25,0,5.4778409844727705,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
380,False,"{'a': 0.2, 'e': 0.02194693852063239}",30,18,21.523399423443593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.021727469135426065}",25,13,25.742803323280445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.021510194444071803}",20,8,21.158829675043492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.021295092499631085}",25,20,9.7067712637771,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.021082141574634772}",20,13,11.474725786205623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.020871320158888425}",30,7,38.179734468605325,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.020662606957299542}",20,13,15.343467416256827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.020455980887726547}",20,15,8.664534017745192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.02025142107884928}",20,15,9.188848509593042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.020048906868060788}",25,13,25.861290520906017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.01984841779938018}",20,13,12.850953879953915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.019649933621386378}",25,10,25.107650862126984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.019453434285172513}",25,14,22.04316212084678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.019258899942320787}",25,6,32.18129502682211,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.01906631094289758}",20,12,16.443661405237428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.018875647833468602}",30,20,17.949979144273925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.018686891355133916}",20,13,10.217699986480078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.018500022441582577}",25,11,25.37350182622852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.01831502221716675}",25,20,8.910421721598839,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.018131871994995084}",30,8,39.081779981847,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.017950553275045134}",30,17,22.59248761450217,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.017771047742294682}",25,13,26.4695992136585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.017593337264871736}",25,12,14.964002745216472,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.01741740389222302}",20,4,23.944473818519924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.01724322985330079}",20,15,8.212899146182016,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.017070797554767782}",25,13,2.4186854243410636,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.016900089579220106}",20,0,27.76430243982654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.2, 'e': 0.016731088683427906}",20,16,5.826622299095937,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.016563777796593626}",25,16,8.250866257524518,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.016398140018627688}",25,12,24.025151790900484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.01623415861844141}",25,16,18.282764320236954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.016071817032256998}",20,3,15.26896091470794,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.01591109886193443}",30,13,33.312993682406876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.015751987873315085}",30,15,27.6130926159769,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.015594467994581935}",20,11,19.089409420006664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.015438523314636115}",20,13,12.641050247495047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.015284138081489753}",20,5,27.90887331508405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.015131296700674856}",20,11,18.02225781346668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.014979983733668108}",30,14,18.907422360639675,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.014830183896331426}",20,2,28.187920518469742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.014681882057368112}",20,0,33.38828660812477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.01453506323679443}",20,9,22.809428225041,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014389712604426485}",25,19,11.323856435486917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.01424581547838222}",20,12,12.79661577185919,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.014103357323598397}",20,16,7.468945793554849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.013962323750362413}",20,9,19.09675180533653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.013822700512858789}",30,20,18.40439388542193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.0136844735077302}",20,9,20.970945229772475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.013547628772652899}",20,8,16.988155987292643,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.01341215248492637}",20,10,20.3502942249768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013278030960077106}",20,16,7.252823079273799,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013145250650476335}",20,0,36.433316327233804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.2, 'e': 0.01301379814397157}",25,14,20.107921487734657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.012883660162531854}",20,0,28.59451001217225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.012754823560906535}",20,10,19.593679397584307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.01262727532529747}",25,9,30.897921088970314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.012501002572044496}",25,13,21.53931787572837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.01237599254632405}",20,7,-18.80853802861226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
438,False,"{'a': 0.2, 'e': 0.01225223262086081}",20,9,21.555508410912076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.012129710294652202}",20,6,29.47606779046074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.01200841319170568}",25,15,21.640491779774575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.011888329059788623}",30,22,11.784587703016257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.011769445769190737}",30,12,37.15977728790038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.01165175131149883}",20,8,19.852864548913253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011535233798383842}",20,12,17.111204794486063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.011419881460400004}",20,7,23.878680174629423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011305682645796004}",30,14,24.276014611071336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.011192625819338045}",25,11,28.761016592485948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.011080699561144665}",20,12,4.385019255994067,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.010969892565533218}",30,17,24.395745024980727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.010860193639877886}",30,20,20.041314452360567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.010751591703479106}",20,11,16.006289052702435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.010644075786444315}",25,14,19.831431351593647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.010537635028579873}",20,6,12.567211364692369,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.010432258678294073}",20,12,15.808950687807748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.010327936091511133}",25,19,13.312462871529345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.010224656730596022}",25,8,30.6955148734674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.01012241016329006}",20,14,11.348232558409116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.01002118606165716}",20,12,17.673853600232665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.009920974201040588}",25,13,21.37364862276267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,22,17.280449878771236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,12,25.573501361387308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,5.008359470122318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,20.812189079240312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,21,12.505902719571987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,8,23.156978628855164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,19.3982231154584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,15,9.03519512682341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,6,24.44981919020585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,16,14.222994360552473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,12,23.91080270761639,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,12,22.71930449013587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,11,14.310382468612165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,8,23.091377856298216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,5,33.420627606069175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,11,24.138820618439556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,17,16.576875647733715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,14.930953247168887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,9,31.666311080277254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,12,14.725494543712518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,6,24.006743655331743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,6,24.570036985850724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,6,31.361597925421215,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,14,13.015707608464181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,7,22.091329087281498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",35,15,37.52544920155871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,14,13.638405341131804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,13,24.01197750170055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,12,13.852672929849815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,20,9.159461205089116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,17,14.115361772975827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,8,33.552797872308865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,22,16.132731823482462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,14,22.11275638102623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,18,14.621313945367746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,10,20.239824198951595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,16,14.629234046213014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,10,26.428457413150902,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,13,23.494922540930602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,14,31.41622036241325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
